         1148739 function calls (1092611 primitive calls) in 1.943 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/passmanagers.py:178(add_refprune_pass)
      848    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:312(typeof)
     1106    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/utils.py:337(key)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/collections.py:1(<module>)
       93    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:702(try_static_impl)
        6    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:514(__init__)
     2814    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:50(args)
      339    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
        5    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:283(err_clear)
       49    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:213(descr)
      348    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/builder.py:204(function)
       22    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/builder.py:629(select)
        8    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/passmanagers.py:42(dump_refprune_stats)
      339    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
      788    0.001    0.000    0.001    0.000 /usr/lib/python3/dist-packages/colorama/ansitowin32.py:116(get_win32_calls)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/passmanagers.py:88(create_function_pass_manager)
     1861    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:486(for_range)
      495    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:116(__init__)
     2424    0.001    0.000    0.001    0.000 {method 'insert' of 'list' objects}
      332    0.000    0.000    0.001    0.000 /usr/lib/python3.8/os.py:693(__iter__)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/npyimpl.py:68(__init__)
     2067    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler.py:345(__getattr__)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:646(find_literally_calls)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/module.py:56(__str__)
      177    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:241(_is_implicit_new_block)
        1    0.001    0.001    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/np/ufunc_db.py:46(_fill_ufunc_db)
      227    0.000    0.000    0.001    0.000 /usr/lib/python3.8/ntpath.py:124(splitdrive)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:395(alloca_once_value)
       10    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/abstract.py:173(__call__)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typed_passes.py:584(_get_attr_info)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/rangeobj.py:239(make_range_attr)
       43    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/decorators.py:184(_jit)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/passmanagers.py:212(__init__)
        8    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:1546(build_definitions)
      212    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/targetconfig.py:75(__len__)
       82    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:909(__repr__)
      129    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:3439(<genexpr>)
       26    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:477(get_argument_type)
        6    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/tupleobj.py:348(static_getitem_tuple)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/passmanagers.py:104(_dispose)
      366    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:3581(<genexpr>)
       20    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/event.py:321(install_timer)
      270    0.001    0.000    0.001    0.000 /usr/lib/python3.8/warnings.py:477(__exit__)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:311(from_function)
     3573    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     3486    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      394    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/errors.py:231(__init__)
       22    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:705(traverse)
     2509    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
       30    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/transforms.py:293(has_multiple_backedges)
     1115    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:94(add_node)
     2514    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:554(_get_name)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/np/npyimpl.py:462(generate)
      219    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:158(_patched_opargs)
      177    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1290(advance_pc)
       32    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:56(create_struct_proxy)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/core/boxing.py:1(<module>)
     15/9    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:3939(parseImpl)
      163    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/extending.py:220(overload_method)
       22    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:309(descr)
      366    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:38(__init__)
        6    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:520(<listcomp>)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.8/sre_compile.py:598(_code)
     3766    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu.py:281(finalize)
      788    0.001    0.000    0.001    0.000 /usr/lib/python3/dist-packages/colorama/ansitowin32.py:55(closed)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:101(fold_argument_types)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/cffi_utils.py:2(<module>)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler.py:355(_make_subtarget)
     2278    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/postproc.py:190(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/scipy/linalg/_matfuncs_sqrtm.py:1(<module>)
       70    0.000    0.000    0.001    0.000 /usr/lib/python3.8/enum.py:65(__setitem__)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/arrayobj.py:57(make_array)
        7    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/funcdesc.py:86(lookup_module)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1315(get_function_types)
      110    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:495(descr)
      101    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:493(_classify_pyc)
      988    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/imputils.py:37(decorate)
     3634    0.001    0.000    0.001    0.000 {built-in method builtins.id}
       27    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1734(typeof_call)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:1030(make_tuple)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/targetconfig.py:272(_make_compression_dictionary)
       12    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:228(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/np/npyimpl.py:348(<listcomp>)
      101    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
      631    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/ffi.py:323(detach)
     15/9    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:3859(parseImpl)
        7    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/serialize.py:51(dumps)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:239(__call__)
      498    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:575(function_type)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/transforms.py:6(create_pass_manager_builder)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/targets.py:268(add_analysis_passes)
       43    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1109(lock_type)
  458/226    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/packer.py:144(rec)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1453(copy)
      496    0.001    0.000    0.001    0.000 {built-in method builtins.repr}
     1763    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1264(terminator)
      442    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:236(fixup)
      354    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/numpy_support.py:397(<listcomp>)
     2971    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       10    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1351(op_BINARY_SUBSCR)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/npdatetime.py:113(make_constant_array)
       13    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/callconv.py:98(get_return_type)
      629    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:240(format_constant)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/untyped_passes.py:1581(run_pass)
       39    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:446(get_null_value)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:303(topo_sort)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/errors.py:316(indicate)
       27    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/untyped_passes.py:336(_do_work)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/tqdm/utils.py:324(disp_len)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:736(get_item_pointer2)
        9    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/transforms.py:13(__init__)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.8/copy.py:258(_reconstruct)
       17    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:605(_op_POP_JUMP_IF)
       96    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:140(basename)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/errors.py:307(code)
       29    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/builtins.py:351(constant_dummy)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/targetconfig.py:242(summary)
     1720    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/abstract.py:92(__init__)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:278(err_occurred)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/torch/_fx/graph_module.py:24(patched_getline)
        9    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/transforms.py:71(loop_vectorize)
       22    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:712(<listcomp>)
       80    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:34(<listcomp>)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/errors.py:313(filename)
